Link,ID,Other Info
https://sdbm.library.upenn.edu/entries/1078,1078,"Phillipps2067; Tournai42
MIGRATION_ISSUE: 'Secondary Source' field in the legacy database was 'De Ricci Supp P10-13'"
https://sdbm.library.upenn.edu/entries/1081,1081,"Phillipps926
MIGRATION_ISSUE: 'Secondary Source' field in the legacy database was 'De Ricci P505-8'"
https://sdbm.library.upenn.edu/entries/1084,1084,"Phillipps3534; Bergendal91
MIGRATION_ISSUE: 'Secondary Source' field in the legacy database was 'De Ricci Supp P13-54'"
https://sdbm.library.upenn.edu/entries/1092,1092,"Phillipps11826
MIGRATION_ISSUE: 'Secondary Source' field in the legacy database was 'Faye and Bond, p. 13, no. 57'"
https://sdbm.library.upenn.edu/entries/1156,1156,Phillipps9558
https://sdbm.library.upenn.edu/entries/1165,1165,Phillipps9656
https://sdbm.library.upenn.edu/entries/1167,1167,"Phillipps4409
MIGRATION_ISSUE: 'Secondary Source' field in the legacy database was 'Briquet 7774, 1741, 2988'"
https://sdbm.library.upenn.edu/entries/1185,1185,Phillipps2945
https://sdbm.library.upenn.edu/entries/1244,1244,Phillipps4357
https://sdbm.library.upenn.edu/entries/1268,1268,Phillipps4337; Briquet1655
https://sdbm.library.upenn.edu/entries/1314,1314,Phillipps8530
https://sdbm.library.upenn.edu/entries/1329,1329,Phillipps698; Van Ess314
https://sdbm.library.upenn.edu/entries/1353,1353,Phillipps290; Bergendal75
https://sdbm.library.upenn.edu/entries/1368,1368,Phillipps6889
https://sdbm.library.upenn.edu/entries/1401,1401,Phillipps4467
https://sdbm.library.upenn.edu/entries/1421,1421,Phillipps991/2770
https://sdbm.library.upenn.edu/entries/1424,1424,Phillipps516x; Van Ess131
https://sdbm.library.upenn.edu/entries/1444,1444,Phillipps935
https://sdbm.library.upenn.edu/entries/1454,1454,Phillipps9269
https://sdbm.library.upenn.edu/entries/1496,1496,Phillipps3371; Univ Tex Hrc 118
https://sdbm.library.upenn.edu/entries/1566,1566,Phillipps4566
https://sdbm.library.upenn.edu/entries/1569,1569,Phillipps978
https://sdbm.library.upenn.edu/entries/1576,1576,Phillipps7091
https://sdbm.library.upenn.edu/entries/1580,1580,Phillipps3097
https://sdbm.library.upenn.edu/entries/1588,1588,Phillipps24654; Schoenberg16
https://sdbm.library.upenn.edu/entries/1606,1606,Phillipps10231
https://sdbm.library.upenn.edu/entries/1608,1608,Phillipps1091
https://sdbm.library.upenn.edu/entries/1611,1611,Phillipps971; Celotti266
https://sdbm.library.upenn.edu/entries/1629,1629,Phillipps476
https://sdbm.library.upenn.edu/entries/1650,1650,Phillipps2175
https://sdbm.library.upenn.edu/entries/1655,1655,Phillipps4186
https://sdbm.library.upenn.edu/entries/1693,1693,Phillipps8074
https://sdbm.library.upenn.edu/entries/1705,1705,Phillipps8244
https://sdbm.library.upenn.edu/entries/1713,1713,"Phillipps10181
MIGRATION_ISSUE: 'Secondary Source' field in the legacy database was 'De Ricci, vol. I, p. 620, no. 18'"
https://sdbm.library.upenn.edu/entries/1723,1723,Phillipps26985
https://sdbm.library.upenn.edu/entries/1767,1767,Phillipps8353
https://sdbm.library.upenn.edu/entries/1789,1789,Phillipps12307
https://sdbm.library.upenn.edu/entries/1796,1796,Phillipps589
https://sdbm.library.upenn.edu/entries/1799,1799,Phillipps4357
https://sdbm.library.upenn.edu/entries/1840,1840,Phillipps698; Van Ess314
https://sdbm.library.upenn.edu/entries/1841,1841,Phillipps2945
https://sdbm.library.upenn.edu/entries/1844,1844,Phillipps32043/32105
https://sdbm.library.upenn.edu/entries/1855,1855,Phillipps833
https://sdbm.library.upenn.edu/entries/1909,1909,Phillipps18119/11058
https://sdbm.library.upenn.edu/entries/1927,1927,Phillipps3400
https://sdbm.library.upenn.edu/entries/2000,2000,Phillipps3358
https://sdbm.library.upenn.edu/entries/2022,2022,Phillipps2784
https://sdbm.library.upenn.edu/entries/2068,2068,Phillipps2862
https://sdbm.library.upenn.edu/entries/2077,2077,Phillipps4275
https://sdbm.library.upenn.edu/entries/2121,2121,Phillipps207
https://sdbm.library.upenn.edu/entries/2123,2123,Phillipps3009; Beatty120
https://sdbm.library.upenn.edu/entries/2133,2133,Phillipps16070
https://sdbm.library.upenn.edu/entries/2135,2135,Phillipps10617
https://sdbm.library.upenn.edu/entries/2145,2145,Phillipps917
https://sdbm.library.upenn.edu/entries/2162,2162,Phillipps227
https://sdbm.library.upenn.edu/entries/2184,2184,Phillipps8533
https://sdbm.library.upenn.edu/entries/2194,2194,Phillipps16373
https://sdbm.library.upenn.edu/entries/2195,2195,Phillipps1095
https://sdbm.library.upenn.edu/entries/2197,2197,Phillipps16378
https://sdbm.library.upenn.edu/entries/2198,2198,Phillipps9328
https://sdbm.library.upenn.edu/entries/2199,2199,Phillipps11865
https://sdbm.library.upenn.edu/entries/2200,2200,Phillipps6919
https://sdbm.library.upenn.edu/entries/2201,2201,Phillipps9155
https://sdbm.library.upenn.edu/entries/2203,2203,Phillipps6450
https://sdbm.library.upenn.edu/entries/2204,2204,Phillipps25469
https://sdbm.library.upenn.edu/entries/2205,2205,Phillipps2357
https://sdbm.library.upenn.edu/entries/2206,2206,Phillipps21910
https://sdbm.library.upenn.edu/entries/2207,2207,Phillipps6569; Convent St Mark-Florence322
https://sdbm.library.upenn.edu/entries/2208,2208,Phillipps12299
https://sdbm.library.upenn.edu/entries/2209,2209,Phillipps8314
https://sdbm.library.upenn.edu/entries/2210,2210,Phillipps12303
https://sdbm.library.upenn.edu/entries/2211,2211,Phillipps470; Van Ess85
https://sdbm.library.upenn.edu/entries/2216,2216,Phillipps834
https://sdbm.library.upenn.edu/entries/2218,2218,Phillipps3885
https://sdbm.library.upenn.edu/entries/2221,2221,Phillipps1277
https://sdbm.library.upenn.edu/entries/2222,2222,"Phillipps988/2878; Celotti321
MIGRATION_ISSUE: 'Secondary Source' field in the legacy database was 'Briquet14785'"
https://sdbm.library.upenn.edu/entries/2223,2223,Phillipps14019
https://sdbm.library.upenn.edu/entries/2262,2262,Phillipps576
https://sdbm.library.upenn.edu/entries/2300,2300,Phillipps2967?
https://sdbm.library.upenn.edu/entries/2307,2307,Phillipps501; Van Ess116
https://sdbm.library.upenn.edu/entries/2317,2317,Phillipps3879; this Phillipps number may be incorrect
https://sdbm.library.upenn.edu/entries/2336,2336,Phillipps8451
https://sdbm.library.upenn.edu/entries/2344,2344,Phillipps3501
https://sdbm.library.upenn.edu/entries/2345,2345,Phillipps11909
https://sdbm.library.upenn.edu/entries/2346,2346,Phillipps1093
https://sdbm.library.upenn.edu/entries/2347,2347,Phillipps1172
https://sdbm.library.upenn.edu/entries/2349,2349,Phillipps8113
https://sdbm.library.upenn.edu/entries/2350,2350,Phillipps115
https://sdbm.library.upenn.edu/entries/2353,2353,Phillipps227
https://sdbm.library.upenn.edu/entries/2355,2355,Phillipps1165
https://sdbm.library.upenn.edu/entries/2356,2356,Phillipps6971
https://sdbm.library.upenn.edu/entries/2357,2357,Phillipps10850
https://sdbm.library.upenn.edu/entries/2358,2358,Phillipps3655
https://sdbm.library.upenn.edu/entries/2359,2359,Phillipps3862
https://sdbm.library.upenn.edu/entries/2360,2360,Phillipps4275
https://sdbm.library.upenn.edu/entries/2363,2363,Phillipps14833
https://sdbm.library.upenn.edu/entries/2364,2364,Phillipps11592
https://sdbm.library.upenn.edu/entries/2365,2365,Phillipps16297
https://sdbm.library.upenn.edu/entries/2366,2366,Phillipps4313
https://sdbm.library.upenn.edu/entries/2401,2401,Phillipps2845; Abbey3234
https://sdbm.library.upenn.edu/entries/2409,2409,Phillipps2251; Abbey3226
https://sdbm.library.upenn.edu/entries/2433,2433,Phillipps899; Celotti46
https://sdbm.library.upenn.edu/entries/2475,2475,Phillipps4357
https://sdbm.library.upenn.edu/entries/2505,2505,Phillipps3730; Abbey3163
https://sdbm.library.upenn.edu/entries/2508,2508,Phillipps5303; Abbey3178
https://sdbm.library.upenn.edu/entries/2509,2509,Phillipps21948; Abbey3230
https://sdbm.library.upenn.edu/entries/2512,2512,Phillipps3339; Abbey3225
https://sdbm.library.upenn.edu/entries/2547,2547,Phillipps9376
https://sdbm.library.upenn.edu/entries/2548,2548,Phillipps21737
https://sdbm.library.upenn.edu/entries/2549,2549,Phillipps16374
https://sdbm.library.upenn.edu/entries/2550,2550,Phillipps3119
https://sdbm.library.upenn.edu/entries/2551,2551,"Phillipps26235
MIGRATION_ISSUE: Last known location for this Entry is Private Collector, couldn't store this in the Manuscript record because there is none."
https://sdbm.library.upenn.edu/entries/2552,2552,Phillipps7328
https://sdbm.library.upenn.edu/entries/2553,2553,Phillipps4399
https://sdbm.library.upenn.edu/entries/2554,2554,Phillipps3013
https://sdbm.library.upenn.edu/entries/2555,2555,Phillipps9653
https://sdbm.library.upenn.edu/entries/2556,2556,Phillipps6642
https://sdbm.library.upenn.edu/entries/2557,2557,Phillipps501; Van Ess116
https://sdbm.library.upenn.edu/entries/2558,2558,Phillipps222
https://sdbm.library.upenn.edu/entries/2559,2559,Phillipps8193
https://sdbm.library.upenn.edu/entries/2560,2560,Phillipps4206
https://sdbm.library.upenn.edu/entries/2561,2561,Phillipps3958
https://sdbm.library.upenn.edu/entries/2562,2562,Phillipps2599
https://sdbm.library.upenn.edu/entries/2563,2563,Phillipps4220; Yale U 588
https://sdbm.library.upenn.edu/entries/2564,2564,Phillipps7012
https://sdbm.library.upenn.edu/entries/2565,2565,Phillipps5807
https://sdbm.library.upenn.edu/entries/2566,2566,Phillipps24083
https://sdbm.library.upenn.edu/entries/2567,2567,Phillipps301
https://sdbm.library.upenn.edu/entries/2568,2568,Phillipps3099
https://sdbm.library.upenn.edu/entries/2569,2569,Phillipps8248
https://sdbm.library.upenn.edu/entries/2571,2571,Phillipps4473
https://sdbm.library.upenn.edu/entries/2573,2573,Phillipps3635
https://sdbm.library.upenn.edu/entries/2574,2574,Phillipps536
https://sdbm.library.upenn.edu/entries/2575,2575,Phillipps24573
https://sdbm.library.upenn.edu/entries/2578,2578,"Phillipps3658; Yale U 543
MIGRATION_ISSUE: 'Secondary Source' field in the legacy database was 'Briquet1547,1038'"
https://sdbm.library.upenn.edu/entries/2579,2579,Phillipps16308
https://sdbm.library.upenn.edu/entries/2604,2604,Phillipps2805
https://sdbm.library.upenn.edu/entries/2642,2642,Phillipps207
https://sdbm.library.upenn.edu/entries/2646,2646,Phillipps2810
https://sdbm.library.upenn.edu/entries/2652,2652,Phillipps2324; Pearson269; Yale U 590
https://sdbm.library.upenn.edu/entries/2662,2662,Phillipps12268
https://sdbm.library.upenn.edu/entries/2663,2663,Phillipps2860
https://sdbm.library.upenn.edu/entries/2664,2664,Phillipps16363
https://sdbm.library.upenn.edu/entries/2665,2665,Phillipps26641
https://sdbm.library.upenn.edu/entries/2666,2666,Phillipps3069
https://sdbm.library.upenn.edu/entries/2667,2667,Phillipps420; Van Ess35
https://sdbm.library.upenn.edu/entries/2668,2668,Phillipps3660; Lang2350
https://sdbm.library.upenn.edu/entries/2669,2669,Phillipps8522
https://sdbm.library.upenn.edu/entries/2670,2670,Phillipps4388
https://sdbm.library.upenn.edu/entries/2671,2671,Phillipps8222
https://sdbm.library.upenn.edu/entries/2672,2672,Phillipps4344
https://sdbm.library.upenn.edu/entries/2673,2673,Phillipps3654
https://sdbm.library.upenn.edu/entries/2674,2674,Phillipps8228
https://sdbm.library.upenn.edu/entries/2676,2676,Phillipps8268
https://sdbm.library.upenn.edu/entries/2678,2678,Phillipps18797
https://sdbm.library.upenn.edu/entries/2679,2679,Phillipps26448
https://sdbm.library.upenn.edu/entries/2680,2680,Phillipps7344/7396
https://sdbm.library.upenn.edu/entries/2681,2681,Phillipps4026
https://sdbm.library.upenn.edu/entries/2682,2682,"Phillipps3878
MIGRATION_ISSUE: 'Secondary Source' field in the legacy database was 'Briquet7250'"
https://sdbm.library.upenn.edu/entries/2683,2683,Phillipps4782
https://sdbm.library.upenn.edu/entries/2684,2684,Phillipps3849
https://sdbm.library.upenn.edu/entries/2685,2685,"Phillipps13667
Celotti318
Sussex503"
https://sdbm.library.upenn.edu/entries/2686,2686,Phillipps3649
https://sdbm.library.upenn.edu/entries/2688,2688,Phillipps3645
https://sdbm.library.upenn.edu/entries/2689,2689,"Phillipps3555
MIGRATION_ISSUE: 'Secondary Source' field in the legacy database was 'Briquet10746'"
https://sdbm.library.upenn.edu/entries/2690,2690,Phillipps3743
https://sdbm.library.upenn.edu/entries/2692,2692,"Phillipps4994
MIGRATION_ISSUE: 'Secondary Source' field in the legacy database was 'Briquet4860-4'"
https://sdbm.library.upenn.edu/entries/2693,2693,Phillipps18325
https://sdbm.library.upenn.edu/entries/2694,2694,Phillipps2252
https://sdbm.library.upenn.edu/entries/2702,2702,Phillipps3722
https://sdbm.library.upenn.edu/entries/2782,2782,Phillipps12265
https://sdbm.library.upenn.edu/entries/2784,2784,Phillipps20713
https://sdbm.library.upenn.edu/entries/2785,2785,Phillipps20749
https://sdbm.library.upenn.edu/entries/2786,2786,Phillipps29504
https://sdbm.library.upenn.edu/entries/2787,2787,Phillipps2948
https://sdbm.library.upenn.edu/entries/2790,2790,Phillipps432; Van Ess47
https://sdbm.library.upenn.edu/entries/2791,2791,Phillipps25074
https://sdbm.library.upenn.edu/entries/2792,2792,Phillipps26233
https://sdbm.library.upenn.edu/entries/2794,2794,Phillipps832
https://sdbm.library.upenn.edu/entries/2796,2796,Phillipps952
https://sdbm.library.upenn.edu/entries/2797,2797,Phillipps10615
https://sdbm.library.upenn.edu/entries/2798,2798,Phillipps4787
https://sdbm.library.upenn.edu/entries/2799,2799,Phillipps9584
https://sdbm.library.upenn.edu/entries/2800,2800,Phillipps9288
https://sdbm.library.upenn.edu/entries/2801,2801,Phillipps2340
https://sdbm.library.upenn.edu/entries/2802,2802,Phillipps7368/10232
https://sdbm.library.upenn.edu/entries/2803,2803,Phillipps6664
https://sdbm.library.upenn.edu/entries/2804,2804,Phillipps24689
https://sdbm.library.upenn.edu/entries/2805,2805,Phillipps248
https://sdbm.library.upenn.edu/entries/2807,2807,Phillipps9953
https://sdbm.library.upenn.edu/entries/2808,2808,Phillipps3631
https://sdbm.library.upenn.edu/entries/2809,2809,Phillipps306
https://sdbm.library.upenn.edu/entries/2810,2810,Phillipps14080
https://sdbm.library.upenn.edu/entries/2811,2811,Phillipps8831
https://sdbm.library.upenn.edu/entries/2812,2812,Phillipps8257
https://sdbm.library.upenn.edu/entries/2813,2813,Phillipps23240
https://sdbm.library.upenn.edu/entries/2814,2814,Phillipps6742
https://sdbm.library.upenn.edu/entries/2854,2854,Phillipps3071
https://sdbm.library.upenn.edu/entries/2855,2855,Phillipps4552; Byu C116
https://sdbm.library.upenn.edu/entries/2898,2898,Phillipps16071; Abbey276
https://sdbm.library.upenn.edu/entries/2900,2900,Phillipps4222; Abbey6602
https://sdbm.library.upenn.edu/entries/2962,2962,Phillipps10364
https://sdbm.library.upenn.edu/entries/3019,3019,Phillipps12298; Sessoriana14
https://sdbm.library.upenn.edu/entries/3020,3020,Phillipps428; Van Ess43
https://sdbm.library.upenn.edu/entries/3021,3021,Phillipps6993
https://sdbm.library.upenn.edu/entries/3022,3022,Phillipps20619
https://sdbm.library.upenn.edu/entries/3023,3023,Phillipps12273
https://sdbm.library.upenn.edu/entries/3024,3024,Phillipps4622
https://sdbm.library.upenn.edu/entries/3026,3026,Phillipps16304
https://sdbm.library.upenn.edu/entries/3027,3027,Phillipps6739
https://sdbm.library.upenn.edu/entries/3028,3028,Phillipps26642
https://sdbm.library.upenn.edu/entries/3029,3029,Phillipps26119
https://sdbm.library.upenn.edu/entries/3030,3030,Phillipps236
https://sdbm.library.upenn.edu/entries/3031,3031,Phillipps10189
https://sdbm.library.upenn.edu/entries/3032,3032,Phillipps8533
https://sdbm.library.upenn.edu/entries/3033,3033,Phillipps829
https://sdbm.library.upenn.edu/entries/3034,3034,Phillipps6923
https://sdbm.library.upenn.edu/entries/3035,3035,Phillipps249
https://sdbm.library.upenn.edu/entries/3036,3036,Phillipps2584
https://sdbm.library.upenn.edu/entries/3037,3037,Phillipps3975
https://sdbm.library.upenn.edu/entries/3038,3038,Phillipps4790
https://sdbm.library.upenn.edu/entries/3039,3039,Phillipps982
https://sdbm.library.upenn.edu/entries/3040,3040,Phillipps8353
https://sdbm.library.upenn.edu/entries/3041,3041,Phillipps2217
https://sdbm.library.upenn.edu/entries/3043,3043,Phillipps3637
https://sdbm.library.upenn.edu/entries/3044,3044,Phillipps843
https://sdbm.library.upenn.edu/entries/3045,3045,Phillipps836
https://sdbm.library.upenn.edu/entries/3046,3046,Phillipps8337
https://sdbm.library.upenn.edu/entries/3047,3047,Phillipps6737/2633
https://sdbm.library.upenn.edu/entries/3048,3048,Phillipps14021/14921
https://sdbm.library.upenn.edu/entries/3049,3049,Phillipps3636; U Cal-Berkeley 110
https://sdbm.library.upenn.edu/entries/3050,3050,Phillipps3640
https://sdbm.library.upenn.edu/entries/3052,3052,Phillipps8071
https://sdbm.library.upenn.edu/entries/3056,3056,Phillipps12306
https://sdbm.library.upenn.edu/entries/3067,3067,Phillipps17165
https://sdbm.library.upenn.edu/entries/3072,3072,Phillipps16070
https://sdbm.library.upenn.edu/entries/3082,3082,Phillipps21163
https://sdbm.library.upenn.edu/entries/3094,3094,Phillipps4448; Beatty58
https://sdbm.library.upenn.edu/entries/3096,3096,Phillipps447
https://sdbm.library.upenn.edu/entries/3098,3098,Phillipps3009; Beatty120
https://sdbm.library.upenn.edu/entries/3106,3106,Phillipps12264
https://sdbm.library.upenn.edu/entries/3108,3108,"Phillipps389
MIGRATION_ISSUE: Last known location for this Entry is Dublin, The Chester Beatty Library, MS 13, couldn't store this in the Manuscript record because there is none."
https://sdbm.library.upenn.edu/entries/3109,3109,Phillipps10190; Chester Beatty MS 11
https://sdbm.library.upenn.edu/entries/3131,3131,Phillipps1323
https://sdbm.library.upenn.edu/entries/3146,3146,Phillipps2292
https://sdbm.library.upenn.edu/entries/3151,3151,Phillipps934/2708; Beatty18; Abbey7402
https://sdbm.library.upenn.edu/entries/3157,3157,Phillipps1036; Beatty46
https://sdbm.library.upenn.edu/entries/3158,3158,Phillipps3879; Beatty70; this Phillipps number may be incorrect
https://sdbm.library.upenn.edu/entries/3164,3164,Phillipps3383; Beatty65
https://sdbm.library.upenn.edu/entries/3175,3175,Phillipps6659
https://sdbm.library.upenn.edu/entries/3176,3176,Phillipps6546
https://sdbm.library.upenn.edu/entries/3177,3177,Phillipps12262
https://sdbm.library.upenn.edu/entries/3237,3237,Phillipps12266
https://sdbm.library.upenn.edu/entries/3238,3238,Phillipps816
https://sdbm.library.upenn.edu/entries/3239,3239,Phillipps22366
https://sdbm.library.upenn.edu/entries/3240,3240,Phillipps12275
https://sdbm.library.upenn.edu/entries/3241,3241,Phillipps3380; U Cal-Berkeley 105
https://sdbm.library.upenn.edu/entries/3242,3242,"Phillipps1279
MIGRATION_ISSUE: Last known location for this Entry is Berkeley, University of California, Berkeley, Bancroft Library, BANC MS UCB 107, couldn't store this in the Manuscript record because there is none."
https://sdbm.library.upenn.edu/entries/3243,3243,Phillipps961
https://sdbm.library.upenn.edu/entries/3244,3244,Phillipps4760
https://sdbm.library.upenn.edu/entries/3245,3245,Phillipps8881
https://sdbm.library.upenn.edu/entries/3246,3246,Phillipps433; Van Ess48
https://sdbm.library.upenn.edu/entries/3248,3248,Phillipps6012; previously Guilford502
https://sdbm.library.upenn.edu/entries/3249,3249,Phillipps3634
https://sdbm.library.upenn.edu/entries/3250,3250,Phillipps1343
https://sdbm.library.upenn.edu/entries/3251,3251,Phillipps12086
https://sdbm.library.upenn.edu/entries/3252,3252,Phillipps2918
https://sdbm.library.upenn.edu/entries/3253,3253,Phillipps3657; Briquet1729
https://sdbm.library.upenn.edu/entries/3254,3254,"Phillipps11725/13545; dedicated to Guido Feretranus, Duke of Urbino"
https://sdbm.library.upenn.edu/entries/3255,3255,Phillipps4432
https://sdbm.library.upenn.edu/entries/3256,3256,Phillipps830
https://sdbm.library.upenn.edu/entries/3257,3257,Phillipps8775
https://sdbm.library.upenn.edu/entries/3258,3258,Phillipps854
https://sdbm.library.upenn.edu/entries/3259,3259,Phillipps3202
https://sdbm.library.upenn.edu/entries/3260,3260,Phillipps3656
https://sdbm.library.upenn.edu/entries/3261,3261,Phillipps2385
https://sdbm.library.upenn.edu/entries/3262,3262,Phillipps9625
https://sdbm.library.upenn.edu/entries/3263,3263,Phillipps8265
https://sdbm.library.upenn.edu/entries/3264,3264,Phillipps2926
https://sdbm.library.upenn.edu/entries/3265,3265,Phillipps8186
https://sdbm.library.upenn.edu/entries/3266,3266,Phillipps3703
https://sdbm.library.upenn.edu/entries/3267,3267,Phillipps3379; Yale U 722
https://sdbm.library.upenn.edu/entries/3268,3268,Phillipps132; Abbey7397
https://sdbm.library.upenn.edu/entries/3269,3269,Phillipps8517
https://sdbm.library.upenn.edu/entries/3270,3270,Phillipps917
https://sdbm.library.upenn.edu/entries/3271,3271,Phillipps849
https://sdbm.library.upenn.edu/entries/3370,3370,Phillipps3359
https://sdbm.library.upenn.edu/entries/3373,3373,Phillipps6653/21631; Bergendal90
https://sdbm.library.upenn.edu/entries/3375,3375,Phillipps3096
https://sdbm.library.upenn.edu/entries/3376,3376,Phillipps16363
https://sdbm.library.upenn.edu/entries/3377,3377,Phillipps903; Celotti55
https://sdbm.library.upenn.edu/entries/3378,3378,Phillipps32
https://sdbm.library.upenn.edu/entries/3379,3379,Phillipps430; Van Ess45; U Cal-Berkeley094
https://sdbm.library.upenn.edu/entries/3380,3380,Phillipps2189
https://sdbm.library.upenn.edu/entries/3381,3381,Phillipps6736
https://sdbm.library.upenn.edu/entries/3382,3382,Phillipps891/2702
https://sdbm.library.upenn.edu/entries/3383,3383,"Phillipps; UCB records this manuscript as Phillipps9592, but in error."
https://sdbm.library.upenn.edu/entries/3384,3384,Phillipps4156
https://sdbm.library.upenn.edu/entries/3385,3385,Phillipps4204
https://sdbm.library.upenn.edu/entries/3386,3386,Phillipps3542x
https://sdbm.library.upenn.edu/entries/3387,3387,Phillipps7380
https://sdbm.library.upenn.edu/entries/3388,3388,Phillipps11821; Abbey7373
https://sdbm.library.upenn.edu/entries/3389,3389,Phillipps8194
https://sdbm.library.upenn.edu/entries/3390,3390,Phillipps3878
https://sdbm.library.upenn.edu/entries/3391,3391,Phillipps208
https://sdbm.library.upenn.edu/entries/3392,3392,Phillipps6889
https://sdbm.library.upenn.edu/entries/3393,3393,Phillipps3542x
https://sdbm.library.upenn.edu/entries/3394,3394,Phillipps3632; Getty Mus Ludwigxv6
https://sdbm.library.upenn.edu/entries/3395,3395,Phillipps25422
https://sdbm.library.upenn.edu/entries/3396,3396,Phillipps6740
https://sdbm.library.upenn.edu/entries/3397,3397,Phillipps9791
https://sdbm.library.upenn.edu/entries/3398,3398,Phillipps8409
https://sdbm.library.upenn.edu/entries/3399,3399,Phillipps4467
https://sdbm.library.upenn.edu/entries/3400,3400,Phillipps6747
https://sdbm.library.upenn.edu/entries/3402,3402,Phillipps8352
https://sdbm.library.upenn.edu/entries/3405,3405,Phillipps2964; Morgan Lib M929
https://sdbm.library.upenn.edu/entries/3406,3406,Phillipps4480
https://sdbm.library.upenn.edu/entries/3407,3407,Phillipps1360
https://sdbm.library.upenn.edu/entries/3408,3408,Phillipps8820
https://sdbm.library.upenn.edu/entries/3409,3409,Phillipps1095/16355
https://sdbm.library.upenn.edu/entries/3432,3432,Phillipps10364
https://sdbm.library.upenn.edu/entries/3454,3454,Phillipps16409
https://sdbm.library.upenn.edu/entries/3455,3455,Phillipps3744
https://sdbm.library.upenn.edu/entries/3458,3458,Phillipps4388
https://sdbm.library.upenn.edu/entries/3459,3459,Phillipps2829
https://sdbm.library.upenn.edu/entries/3460,3460,Phillipps4450
https://sdbm.library.upenn.edu/entries/3461,3461,Phillipps12304; Abbey7351
https://sdbm.library.upenn.edu/entries/3463,3463,Phillipps22230
https://sdbm.library.upenn.edu/entries/3464,3464,Phillipps24827/2937
https://sdbm.library.upenn.edu/entries/3465,3465,Phillipps6891
https://sdbm.library.upenn.edu/entries/3466,3466,Phillipps5219
https://sdbm.library.upenn.edu/entries/3467,3467,Phillipps4377; U Cal-Berkeley 073
https://sdbm.library.upenn.edu/entries/3468,3468,Phillipps2633
https://sdbm.library.upenn.edu/entries/3469,3469,Phillipps2924
https://sdbm.library.upenn.edu/entries/3470,3470,Phillipps9797
https://sdbm.library.upenn.edu/entries/3471,3471,Phillipps1290
https://sdbm.library.upenn.edu/entries/3472,3472,Phillipps3349; Abbey7352
https://sdbm.library.upenn.edu/entries/3473,3473,Phillipps6567
