45,20,1
-15,-30,0
49,2,1
47,47,1
-36,-11,0
-28,-50,0
28,-11,1
-45,10,0
36,41,1
32,26,1
15,27,1
23,27,1
0,-6,0
-14,21,1
37,30,1
2,-3,0
36,-49,0
-43,-26,0
-43,1,0
-22,7,0
41,24,1
-10,-48,0
9,9,1
-45,-21,0
27,32,1
28,-30,0
25,50,1
-34,22,0
-7,33,1
9,-45,0
19,2,1
3,-36,0
15,28,1
37,22,1
-34,27,0
-35,-16,0
14,31,1
-3,8,1
-6,-44,0
-24,8,0
0,40,1
8,42,1
-9,5,0
42,31,1
-7,-30,0
45,45,1
-27,30,1
-29,-20,0
48,-22,1
7,40,1
4,-17,0
-12,-43,0
11,-29,0
49,-7,1
-45,-4,0
-1,5,1
-16,19,1
50,-41,1
14,47,1
47,-17,1
44,-14,1
-46,23,0
-45,49,1
30,6,1
-29,48,1
-10,1,0
-10,-36,0
50,-36,1
-48,-7,0
48,-49,0
5,12,1
12,-45,0
45,-33,1
-48,-10,0
49,-29,1
-6,-50,0
-15,-20,0
27,-4,1
4,30,1
-26,-14,0
-9,24,1
33,-2,1
-33,-41,0
16,23,1
-17,3,0
-3,-2,0
4,-40,0
34,17,1
41,23,1
5,-27,0
-44,-45,0
43,47,1
0,16,1
40,-31,1
-40,-12,0
39,-20,1
7,-7,0
12,29,1
-42,8,0
22,36,1
33,-32,1
-22,40,1
-31,38,1
1,47,1
42,-38,1
-7,-22,0
11,-21,0
16,32,1
-43,-23,0
-45,38,0
-48,10,0
-13,22,1
20,-12,1
-13,6,0
36,39,1
-10,20,1
-22,-46,0
-10,33,1
10,16,1
-44,42,0
-49,-26,0
46,27,1
29,-44,0
35,25,1
9,14,1
-15,38,1
19,-45,0
-25,-6,0
-34,33,0
13,-5,1
20,-29,0
-46,-22,0
-38,-1,0
35,21,1
-7,33,1
-21,-48,0
18,39,1
-47,-16,0
-13,34,1
-27,38,1
1,8,1
5,39,1
-23,11,0
-42,30,0
-16,45,1
35,-23,1
-3,10,1
48,-26,1
8,13,1
-29,44,1
15,-3,1
18,21,1
-47,7,0
-49,25,0
-37,26,0
29,-44,0
-48,23,0
-24,-40,0
-17,11,0
15,-12,1
28,-29,0
7,35,1
42,-4,1
11,21,1
-33,-33,0
14,-19,0
-36,-9,0
-9,-25,0
12,34,1
-45,-38,0
34,-19,1
5,8,1
-17,-34,0
18,47,1
38,-36,1
15,13,1
-41,16,0
-6,8,1
-50,11,0
-33,21,0
-29,4,0
38,42,1
-47,24,0
19,10,1
-50,32,0
26,-30,0
-48,-8,0
40,9,1
31,-3,1
-8,-22,0
-24,32,1
14,36,1
43,49,1
24,-12,1
8,19,1
18,-40,0
2,-21,0
-13,5,0
-50,-42,0
25,-32,0
-43,15,0
10,6,1
42,8,1
-37,33,0
-49,-12,0
-7,-23,0
48,-46,1
50,-36,1
-43,-17,0
37,-49,0
50,-25,1
-37,-43,0
-46,-21,0
-31,-38,0
27,41,1
-7,24,1
28,27,1
-39,-8,0
-7,-8,0
14,-23,0
-4,-15,0
-40,-4,0
27,-10,1
21,-29,0
-27,43,1
1,-45,0
43,23,1
-17,36,1
37,44,1
-39,16,0
39,-17,1
-41,17,0
-18,-38,0
-23,-10,0
28,-17,1
-10,-19,0
-40,-1,0
-17,14,0
-35,1,0
1,-24,0
13,-24,0
13,13,1
-31,-33,0
-32,26,0
-33,12,0
49,-26,1
25,-38,0
2,-38,0
-48,7,0
27,27,1
-19,22,1
-38,41,1
-9,20,1
43,-27,1
-20,2,0
-20,-12,0
-35,34,0
21,42,1
-46,21,0
-8,-15,0
-24,-16,0
11,-7,1
17,14,1
11,0,1
19,-39,0
-32,-50,0
13,-46,0
-4,9,1
-50,4,0
46,-29,1
-43,37,0
-33,-26,0
-35,47,1
8,20,1
8,-12,0
28,-23,1
39,45,1
49,12,1
-35,-5,0
10,-21,0
-49,7,0
12,12,1
29,-38,0
47,35,1
-20,-30,0
-37,-36,0
8,2,1
-49,-17,0
-3,35,1
35,1,1
18,-36,0
