id,public_id,name,entries_count,reviewed,created_by,created_at,updated_by,updated_at
227,SDBM_LNG_227,Malayalam,1,false,(none),"",(none),""
226,SDBM_LNG_226,"French, Burgundian",5,false,(none),"",(none),""
225,SDBM_LNG_225,"Netherlandish, Middle",1,false,(none),"",(none),""
224,SDBM_LNG_224,Langobardian,8,false,(none),"",(none),""
223,SDBM_LNG_223,"German, Middle Low",2,false,(none),"",(none),""
222,SDBM_LNG_222,-,34,false,(none),"",(none),""
221,SDBM_LNG_221,"German, Saxon-Thuringian",1,false,(none),"",(none),""
220,SDBM_LNG_220,Tamil,1,false,(none),"",(none),""
219,SDBM_LNG_219,"German, Upper Saxon",1,false,(none),"",(none),""
218,SDBM_LNG_218,"""Romane?""",1,false,(none),"",(none),""
217,SDBM_LNG_217,"German, Lower Saxon",2,false,(none),"",(none),""
216,SDBM_LNG_216,"German, Old High",2,false,(none),"",(none),""
215,SDBM_LNG_215,"French, Waldensian",2,false,(none),"",(none),""
214,SDBM_LNG_214,Slavic,3,false,(none),"",(none),""
213,SDBM_LNG_213,Romance,1,false,(none),"",(none),""
212,SDBM_LNG_212,Indus,1,false,(none),"",(none),""
211,SDBM_LNG_211,Greek? Chaldean,1,false,(none),"",(none),""
210,SDBM_LNG_210,"Greek, Old",39,false,(none),"",(none),""
209,SDBM_LNG_209,Pashto,4,false,(none),"",(none),""
208,SDBM_LNG_208,Saxon,31,false,(none),"",(none),""
207,SDBM_LNG_207,Friulan,1,false,(none),"",(none),""
206,SDBM_LNG_206,Scandinavian,1,false,(none),"",(none),""
205,SDBM_LNG_205,"Italian, Florentine",7,false,(none),"",(none),""
204,SDBM_LNG_204,"German, Bavarian",5,false,(none),"",(none),""
203,SDBM_LNG_203,"German, Süddeutsch",1,false,(none),"",(none),""
202,SDBM_LNG_202,"German, Böhmisch",2,false,(none),"",(none),""
201,SDBM_LNG_201,"German, Oberschwäbisch",1,false,(none),"",(none),""
200,SDBM_LNG_200,"German, Obe",1,false,(none),"",(none),""
199,SDBM_LNG_199,"German, Bairisch-Schwäbisch",1,false,(none),"",(none),""
198,SDBM_LNG_198,"German, Ostfränkisch",1,false,(none),"",(none),""
197,SDBM_LNG_197,"German, Bairisch-Österreichisch",2,false,(none),"",(none),""
196,SDBM_LNG_196,"German, Ostschwäbisch",4,false,(none),"",(none),""
195,SDBM_LNG_195,"German, Mitteldeutsch-Nordböhmisch",1,false,(none),"",(none),""
194,SDBM_LNG_194,"German, Oberfränkisch",1,false,(none),"",(none),""
193,SDBM_LNG_193,"German, Nürnbergisch",2,false,(none),"",(none),""
192,SDBM_LNG_192,"German, Bairisch-Österr",6,false,(none),"",(none),""
191,SDBM_LNG_191,"German, Alemannisch",3,false,(none),"",(none),""
190,SDBM_LNG_190,"German, Alsatian",2,false,(none),"",(none),""
189,SDBM_LNG_189,"German, Fränkisch",2,false,(none),"",(none),""
188,SDBM_LNG_188,02},8,false,(none),"",(none),""
187,SDBM_LNG_187,01,8,false,(none),"",(none),""
186,SDBM_LNG_186,"German, Mitteldeutsch",2,false,(none),"",(none),""
185,SDBM_LNG_185,"German, Ostmitteldeutsch",2,false,(none),"",(none),""
184,SDBM_LNG_184,"German, Westbairisch",1,false,(none),"",(none),""
183,SDBM_LNG_183,"German, Mittelbairisch",14,false,(none),"",(none),""
182,SDBM_LNG_182,"German, Nordbairisch",4,false,(none),"",(none),""
181,SDBM_LNG_181,"German, Althochdeutsch",1,false,(none),"",(none),""
180,SDBM_LNG_180,Polish,7,true,(none),"",(none),""
179,SDBM_LNG_179,"English, Anglo-Saxon",24,false,(none),"",(none),""
178,SDBM_LNG_178,"German, Bairisch",16,false,(none),"",(none),""
177,SDBM_LNG_177,"German, Mittelniederdeutsch",1,false,(none),"",(none),""
176,SDBM_LNG_176,"German, Ostfälisch",2,false,(none),"",(none),""
175,SDBM_LNG_175,"Flemish, Old",2,false,(none),"",(none),""
174,SDBM_LNG_174,Cambodian,3,true,(none),"",(none),""
173,SDBM_LNG_173,Siamese,6,false,(none),"",(none),""
172,SDBM_LNG_172,Balinese,1,false,(none),"",(none),""
171,SDBM_LNG_171,Laotian,1,false,(none),"",(none),""
170,SDBM_LNG_170,Tartarian,2,false,(none),"",(none),""
169,SDBM_LNG_169,Uzbeck/Jaghatai,1,false,(none),"",(none),""
168,SDBM_LNG_168,Baluze,1,false,(none),"",(none),""
167,SDBM_LNG_167,Norwegian,1,true,(none),"",(none),""
166,SDBM_LNG_166,American Language,1,false,(none),"",(none),""
165,SDBM_LNG_165,"Italian, Brescian",1,false,(none),"",(none),""
164,SDBM_LNG_164,"Dutch, Old",2,false,(none),"",(none),""
163,SDBM_LNG_163,Hindustani,4,false,(none),"",(none),""
162,SDBM_LNG_162,"Italian, Lombard",4,false,(none),"",(none),""
161,SDBM_LNG_161,"German, Upper Rhenish",2,false,(none),"",(none),""
160,SDBM_LNG_160,"German, Standard",1,false,(none),"",(none),""
159,SDBM_LNG_159,"French, Early",10,false,(none),"",(none),""
158,SDBM_LNG_158,"Dutch, Middle",31,false,(none),"",(none),""
157,SDBM_LNG_157,Chaldean [Neo-Aramaic],1,false,(none),"",(none),""
156,SDBM_LNG_156,Javanese,2,false,(none),"",(none),""
155,SDBM_LNG_155,"Greek, Modern",7,false,(none),"",(none),""
154,SDBM_LNG_154,"Italian, Old",5,false,(none),"",(none),""
153,SDBM_LNG_153,Sikh,1,false,(none),"",(none),""
152,SDBM_LNG_152,Burmese,10,false,(none),"",(none),""
151,SDBM_LNG_151,Early English,1,false,(none),"",(none),""
150,SDBM_LNG_150,English or French,1,false,(none),"",(none),""
149,SDBM_LNG_149,Eastern Characters,1,false,(none),"",(none),""
148,SDBM_LNG_148,Demotic,6,false,(none),"",(none),""
147,SDBM_LNG_147,"French, Old, southern",1,false,(none),"",(none),""
146,SDBM_LNG_146,"German, Middle High",28,false,(none),"",(none),""
145,SDBM_LNG_145,"French, Romano-Provencale",1,false,(none),"",(none),""
144,SDBM_LNG_144,Pavana,1,false,(none),"",(none),""
143,SDBM_LNG_143,Westphalian Dialect,1,false,(none),"",(none),""
142,SDBM_LNG_142,Matlazinga,2,false,(none),"",(none),""
141,SDBM_LNG_141,Irish Gaelic,3,false,(none),"",(none),""
140,SDBM_LNG_140,"Italian, Modenese",1,false,(none),"",(none),""
139,SDBM_LNG_139,"Italian, Old Venetian",3,false,(none),"",(none),""
138,SDBM_LNG_138,"Italian, Sicilian",6,false,(none),"",(none),""
137,SDBM_LNG_137,Arabic (numbers),2,false,(none),"",(none),""
136,SDBM_LNG_136,"French, southern dialect",1,false,(none),"",(none),""
135,SDBM_LNG_135,Hieroglyphics,21,false,(none),"",(none),""
134,SDBM_LNG_134,"Italian, Tuscan",18,false,(none),"",(none),""
133,SDBM_LNG_133,Chaldean,5,false,(none),"",(none),""
132,SDBM_LNG_132,"German, Lower Rhenish",3,false,(none),"",(none),""
131,SDBM_LNG_131,"French, Avignon",2,false,(none),"",(none),""
130,SDBM_LNG_130,"English, northern dialect",1,false,(none),"",(none),""
129,SDBM_LNG_129,Illyrian,14,false,(none),"",(none),""
128,SDBM_LNG_128,"German, Westphalian",3,false,(none),"",(none),""
127,SDBM_LNG_127,Saxon (abbreviations),1,false,(none),"",(none),""
126,SDBM_LNG_126,"French, Old (Gaulois)",1,false,(none),"",(none),""
125,SDBM_LNG_125,Romanian,1,false,(none),"",(none),""
124,SDBM_LNG_124,"French, Patois",1,false,(none),"",(none),""
123,SDBM_LNG_123,"French, Artois",1,false,(none),"",(none),""
122,SDBM_LNG_122,"Spanish, Lemonsin",1,false,(none),"",(none),""
121,SDBM_LNG_121,"English, Early",6,false,(none),"",(none),""
120,SDBM_LNG_120,Nahuacopa,1,false,(none),"",(none),""
119,SDBM_LNG_119,"French, Occitan",10,false,(none),"",(none),""
118,SDBM_LNG_118,"German, Swabian",12,false,(none),"",(none),""
117,SDBM_LNG_117,Valencian,5,false,(none),"",(none),""
116,SDBM_LNG_116,Pali,13,false,(none),"",(none),""
115,SDBM_LNG_115,Khotanese,1,false,(none),"",(none),""
114,SDBM_LNG_114,"French, Anglo-Norman",12,false,(none),"",(none),""
113,SDBM_LNG_113,Arabic (Cufic),7,false,(none),"",(none),""
112,SDBM_LNG_112,Katib,1,false,(none),"",(none),""
111,SDBM_LNG_111,"German, Niederdeutsch",23,false,(none),"",(none),""
110,SDBM_LNG_110,"French, Picard",12,false,(none),"",(none),""
109,SDBM_LNG_109,Frisian,2,false,(none),"",(none),""
108,SDBM_LNG_108,Belgian,9,false,(none),"",(none),""
107,SDBM_LNG_107,Gallic,7,false,(none),"",(none),""
106,SDBM_LNG_106,"Italian, Etruscan",21,false,(none),"",(none),""
105,SDBM_LNG_105,Tarascan,8,false,(none),"",(none),""
104,SDBM_LNG_104,"English, Old",148,true,(none),"",(none),""
103,SDBM_LNG_103,"French, Auvergnat",2,false,(none),"",(none),""
102,SDBM_LNG_102,"Arabic, Maghrebi",1,false,(none),"",(none),""
101,SDBM_LNG_101,"German, Rhenish",1,false,(none),"",(none),""
100,SDBM_LNG_100,Malay,5,false,(none),"",(none),""
99,SDBM_LNG_99,"French, Old",116,false,(none),"",(none),""
98,SDBM_LNG_98,Mexican,2,false,(none),"",(none),""
97,SDBM_LNG_97,"French, Low",1,false,(none),"",(none),""
96,SDBM_LNG_96,Danish,37,true,(none),"",(none),""
95,SDBM_LNG_95,Chagatai,6,false,(none),"",(none),""
94,SDBM_LNG_94,Hindu,2,false,(none),"",(none),""
93,SDBM_LNG_93,Nepalese,1,false,(none),"",(none),""
92,SDBM_LNG_92,Indian,3,false,(none),"",(none),""
91,SDBM_LNG_91,Bohemian,3,false,(none),"",(none),""
90,SDBM_LNG_90,Judeo-Persian,8,false,(none),"",(none),""
89,SDBM_LNG_89,Newari,3,false,(none),"",(none),""
88,SDBM_LNG_88,Palestinian-Aramaic,2,false,(none),"",(none),""
87,SDBM_LNG_87,"Coptic, Sahidic",55,false,(none),"",(none),""
86,SDBM_LNG_86,Chinese Ideographs,1,false,(none),"",(none),""
85,SDBM_LNG_85,Turki,1,false,(none),"",(none),""
84,SDBM_LNG_84,Irish,51,false,(none),"",(none),""
83,SDBM_LNG_83,Serbo-Croatian,8,false,(none),"",(none),""
82,SDBM_LNG_82,"French, Languedoc",10,false,(none),"",(none),""
81,SDBM_LNG_81,Latin (quotations),6,false,(none),"",(none),""
80,SDBM_LNG_80,Galicism,1,false,(none),"",(none),""
79,SDBM_LNG_79,Arabic (Hebrew characters),9,false,(none),"",(none),""
78,SDBM_LNG_78,Ge'ez,28,false,(none),"",(none),""
77,SDBM_LNG_77,"Slavonic, Old",2,false,(none),"",(none),""
76,SDBM_LNG_76,Norse,5,false,(none),"",(none),""
75,SDBM_LNG_75,Yiddish,16,true,(none),"",(none),""
74,SDBM_LNG_74,Bengali,5,false,(none),"",(none),""
73,SDBM_LNG_73,Samaritan Hebrew,7,false,(none),"",(none),""
72,SDBM_LNG_72,Russian,69,true,(none),"",(none),""
71,SDBM_LNG_71,Tibetan,33,false,(none),"",(none),""
70,SDBM_LNG_70,Croatian,14,false,(none),"",(none),""
69,SDBM_LNG_69,Meroitic,1,false,(none),"",(none),""
68,SDBM_LNG_68,Aztec,6,false,(none),"",(none),""
67,SDBM_LNG_67,Provencal,10,false,(none),"",(none),""
66,SDBM_LNG_66,Mayan,3,false,(none),"",(none),""
65,SDBM_LNG_65,Maghribi,1,false,(none),"",(none),""
64,SDBM_LNG_64,Egyptian,7,false,(none),"",(none),""
63,SDBM_LNG_63,Amharic,4,false,(none),"",(none),""
62,SDBM_LNG_62,Guarani,1,false,(none),"",(none),""
61,SDBM_LNG_61,Aramaic,51,true,(none),"",(none),""
60,SDBM_LNG_60,Nahuatl,9,false,(none),"",(none),""
59,SDBM_LNG_59,Singhalese,10,false,(none),"",(none),""
58,SDBM_LNG_58,Georgian,5,false,(none),"",(none),""
57,SDBM_LNG_57,Prakrit,19,false,(none),"",(none),""
56,SDBM_LNG_56,Hispano-Arabic,1,false,(none),"",(none),""
55,SDBM_LNG_55,Ethiopic,76,false,(none),"",(none),""
54,SDBM_LNG_54,Samaritan,13,false,(none),"",(none),""
53,SDBM_LNG_53,Hebrero-Arabic,1,false,(none),"",(none),""
52,SDBM_LNG_52,Japanese,15,true,(none),"",(none),""
51,SDBM_LNG_51,Hieratic,33,false,(none),"",(none),""
50,SDBM_LNG_50,Icelandic,35,false,(none),"",(none),""
49,SDBM_LNG_49,Welsh,81,true,(none),"",(none),""
48,SDBM_LNG_48,Judeo-Italiana,4,false,(none),"",(none),""
47,SDBM_LNG_47,Turkish,438,true,(none),"",(none),""
46,SDBM_LNG_46,Chinese,201,true,(none),"",(none),""
45,SDBM_LNG_45,"French, Norman",30,false,(none),"",(none),""
44,SDBM_LNG_44,Coptic,199,true,(none),"",(none),""
43,SDBM_LNG_43,"German, Saxon",24,false,(none),"",(none),""
42,SDBM_LNG_42,Cufic,11,false,(none),"",(none),""
41,SDBM_LNG_41,"Italian, dialect",3,false,(none),"",(none),""
40,SDBM_LNG_40,"Italian, Venetian",17,false,(none),"",(none),""
39,SDBM_LNG_39,Gaelic,27,false,(none),"",(none),""
38,SDBM_LNG_38,Armenian,290,true,(none),"",(none),""
37,SDBM_LNG_37,Sanskrit,81,true,(none),"",(none),""
36,SDBM_LNG_36,Cyrillic,2,false,(none),"",(none),""
35,SDBM_LNG_35,Latin (titles),3,false,(none),"",(none),""
34,SDBM_LNG_34,Greek (quotations),7,false,(none),"",(none),""
33,SDBM_LNG_33,"German, Old",13,false,(none),"",(none),""
32,SDBM_LNG_32,"German, Low",44,false,(none),"",(none),""
31,SDBM_LNG_31,Scottish,20,false,(none),"",(none),""
30,SDBM_LNG_30,"French, Limousin",12,false,(none),"",(none),""
29,SDBM_LNG_29,Hungarian,3,false,(none),"",(none),""
28,SDBM_LNG_28,Anglo-Saxon,120,false,(none),"",(none),""
27,SDBM_LNG_27,"French, Provencal",87,false,(none),"",(none),""
26,SDBM_LNG_26,Syriac,227,false,(none),"",(none),""
25,SDBM_LNG_25,Arabic,5623,true,(none),"",(none),""
24,SDBM_LNG_24,Slavonic,105,false,(none),"",(none),""
23,SDBM_LNG_23,"Spanish, Aragonese",5,false,(none),"",(none),""
22,SDBM_LNG_22,"English, Middle",255,false,(none),"",(none),""
21,SDBM_LNG_21,Persian,3041,true,(none),"",(none),""
20,SDBM_LNG_20,Judeo-Arabic,54,false,(none),"",(none),""
19,SDBM_LNG_19,Netherlandish,66,false,(none),"",(none),""
18,SDBM_LNG_18,"Spanish, Castilian",14,false,(none),"",(none),""
17,SDBM_LNG_17,Gas,2,false,(none),"",(none),""
16,SDBM_LNG_16,Occitan,1,false,(none),"",(none),""
15,SDBM_LNG_15,Greek,9029,true,(none),"",(none),""
14,SDBM_LNG_14,Flemish,1145,false,(none),"",(none),""
13,SDBM_LNG_13,Portuguese,91,true,(none),"",(none),""
12,SDBM_LNG_12,Anglo-Norman,101,false,(none),"",(none),""
11,SDBM_LNG_11,Swedish,26,false,(none),"",(none),""
10,SDBM_LNG_10,Czech,33,true,(none),"",(none),""
9,SDBM_LNG_9,Catalan,230,false,(none),"",(none),""
8,SDBM_LNG_8,Spanish,1916,true,(none),"",(none),""
7,SDBM_LNG_7,Dutch,2687,true,(none),"",(none),""
6,SDBM_LNG_6,German,4284,true,(none),"",(none),""
5,SDBM_LNG_5,Hebrew,3917,false,(none),"",(none),""
4,SDBM_LNG_4,English,6615,false,(none),"",(none),""
3,SDBM_LNG_3,French,16577,true,(none),"",(none),""
2,SDBM_LNG_2,Italian,11900,true,(none),"",(none),""
1,SDBM_LNG_1,Latin,138750,true,(none),"",(none),""
